sat_label,sat_url,sat_Location,sat_zoomScale,sat_Type,sat_Lat-Center,sat_Lon-Center,sat_Lat-NW,sat_Lon-NW,sat_Lat-SE,sat_Lon-SE,sat_minRed,sat_firstQrtRed,sat_medianRed,sat_meanRed,sat_thirdQrtRed,sat_maxRed,sat_sdRed,sat_minGreen,sat_firstQrtGreen,sat_medianGreen,sat_meanGreen,sat_thirdQrtGreen,sat_maxGreen,sat_sdGreen,sat_minBlue,sat_firstQrtBlue,sat_medianBlue,sat_meanBlue,sat_thirdQrtBlue,sat_maxBlue,sat_sdBlue,sat_cl1red,sat_cl2red,sat_cl3red,sat_cl4red,sat_cl5red,sat_cl1green,sat_cl2green,sat_cl3green,sat_cl4green,sat_cl5green,sat_cl1blue,sat_cl2blue,sat_cl3blue,sat_cl4blue,sat_cl5blue,sat_cl1size,sat_cl2size,sat_cl3size,sat_cl4size,sat_cl5size,sat_cl1name,sat_cl2name,sat_cl3name,sat_cl4name,sat_cl5name
farmCherry1000,/Users/leannahouse/Documents/research/imageomics/quest/andromeda2023/satalittleImages/cleanImages/farmCherry1000.png,Cherry Orchid Farm,1000ft,farm,40.322965,-74.728754,40.327795,-74.739312,40.31822,-74.718198,0.003921569,0.133333333,0.22745098,0.254975136,0.349019608,0.878431373,0.15481567,0.003921569,0.223529412,0.337254902,0.339237509,0.454901961,0.890196078,0.150046854,0.011764706,0.145098039,0.2,0.219807573,0.266666667,0.941176471,0.111498234,0.173944037027312,0.295405397162974,0.0804034580713686,0.415265625258962,0.665688463299184,0.274920372284371,0.407956206311606,0.138838678608227,0.495323199025207,0.63970226528573,0.171035176732957,0.231977626712147,0.109505136637216,0.312959729653596,0.566816320504052,0.285221068112878,0.250581854949903,0.219768361062598,0.195845206360879,0.0485835095137421,gray21,darkolivegreen,gray11,darkolivegreen4,gray62
farmLawrenceville1000,/Users/leannahouse/Documents/research/imageomics/quest/andromeda2023/satalittleImages/cleanImages/farmLawrenceville1000.png,Lawrenceville School’s Big Red Farm,1000ft,farm,40.318704,-74.744964,40.323855,-74.755453,40.314606,-74.734452,0,0.156862745,0.274509804,0.254715006,0.333333333,0.866666667,0.117048281,0,0.274509804,0.403921569,0.364473465,0.450980392,0.862745098,0.124529551,0.003921569,0.156862745,0.2,0.20483217,0.239215686,0.870588235,0.077674118,0.290065963854411,0.164912888147435,0.375994106970737,0.0763416982157911,0.541519621990205,0.420175592597859,0.282929551681862,0.486434913095193,0.142020291199662,0.534268398268399,0.210755103678551,0.161183790471128,0.280926194167776,0.100568532678904,0.458464759641228,0.39483959922787,0.23362073720011,0.195153966357202,0.144535343321996,0.031850353892821,darkolivegreen,gray20,palegreen4,gray10,cornsilk4
farmStony1000,/Users/leannahouse/Documents/research/imageomics/quest/andromeda2023/satalittleImages/cleanImages/farmStony1000.png,Stony Ford Field Station Farm,1000ft,farm,40.352764,-74.719865,40.357918,-74.730329,40.347739,-74.70929,0.003921569,0.117647059,0.2,0.234438258,0.325490196,0.921568627,0.152188139,0,0.188235294,0.298039216,0.306820848,0.423529412,0.941176471,0.148048434,0,0.121568627,0.17254902,0.197420402,0.243137255,0.929411765,0.118952315,0.160074229783055,0.0752581786118918,0.254267000430735,0.395983708756718,0.609498603043108,0.24865448307814,0.120049865259091,0.36230207430995,0.470476878280496,0.575744041596051,0.149128348859556,0.0882727737451614,0.203962509164663,0.286285574482011,0.536933804245354,0.28243404724699,0.236790146153139,0.226458314183289,0.192865153047155,0.0614523393694273,gray19,gray9,darkolivegreen,darkolivegreen4,gray57
gardenMtLake1000,/Users/leannahouse/Documents/research/imageomics/quest/andromeda2023/satalittleImages/cleanImages/gardenMtLake1000.png,Mt. Lake,1000ft,garden,40.365934,-74.672103,40.370705,-74.682579,40.361313,-74.661517,0.011764706,0.180392157,0.243137255,0.274770944,0.337254902,0.905882353,0.137369092,0.003921569,0.266666667,0.345098039,0.355466207,0.439215686,0.91372549,0.128481177,0.078431373,0.22745098,0.266666667,0.292661753,0.325490196,0.917647059,0.102876795,0.228126641526328,0.132476427661798,0.339936735664373,0.507544582438154,0.649870941192001,0.328275582548805,0.19759804559683,0.441314907654656,0.534654461628788,0.645645665631733,0.260300100688745,0.201445773074651,0.324374371556131,0.434903965309767,0.656733076214026,0.390261972607776,0.240082728191929,0.228541226215645,0.108616600790514,0.0324974721941355,darkslategray,gray18,gray37,lemonchiffon4,gray65
gardenPrinceton1000,/Users/leannahouse/Documents/research/imageomics/quest/andromeda2023/satalittleImages/cleanImages/gardenPrinceton1000.png,Princeton,1000ft,garden,40.347059,-74.656342,40.351853,-74.666842,40.342372,-74.645788,0.023529412,0.258823529,0.380392157,0.405550222,0.541176471,0.898039216,0.177879128,0.007843137,0.329411765,0.443137255,0.443003333,0.545098039,0.901960784,0.156768963,0.109803922,0.305882353,0.388235294,0.433104384,0.552941176,0.898039216,0.155319086,0.286822425006112,0.419359132115852,0.566525614227488,0.181516767242169,0.721521417754923,0.363322616993536,0.469287048446883,0.559582407815461,0.21996511397919,0.716788102908462,0.327017766074665,0.420777430178706,0.574307919842836,0.263489539727033,0.724900540150898,0.263987498850997,0.245811195881974,0.194837760823605,0.179150657229525,0.116212887213898,gray32,gray44,gray57,gray22,gray72
golfHopewell1000,/Users/leannahouse/Documents/research/imageomics/quest/andromeda2023/satalittleImages/cleanImages/golfHopewell1000.png,Hopewell Golf course,1000ft,golf,40.364166,-74.783442,40.369013,-74.793954,40.359555,-74.772848,0,0.164705882,0.266666667,0.294876475,0.423529412,0.929411765,0.159669547,0.003921569,0.262745098,0.37254902,0.366450146,0.478431373,0.925490196,0.139312741,0.011764706,0.184313725,0.247058824,0.264108524,0.329411765,0.945098039,0.112016063,0.191813500529177,0.451983438379716,0.313649841111135,0.0873777757979268,0.592204511352507,0.291800770718342,0.495497710747032,0.412409254136121,0.155487168572671,0.578980169796713,0.201530064881421,0.350843550592243,0.26859189881137,0.127981165119498,0.510249171333366,0.284020590127769,0.235815791892637,0.2236712933174,0.174788123908447,0.0817042007537458,gray23,darkseagreen4,darkolivegreen,gray12,ivory4
golfPrinceton1000,/Users/leannahouse/Documents/research/imageomics/quest/andromeda2023/satalittleImages/cleanImages/golfPrinceton1000.png,Princeton golf course,1000ft,golf,40.338103,-74.661537,40.342896,-74.672036,40.333395,-74.650956,0.011764706,0.219607843,0.309803922,0.338492198,0.435294118,0.890196078,0.158266183,0.007843137,0.301960784,0.403921569,0.400673469,0.498039216,0.882352941,0.142873515,0.094117647,0.266666667,0.317647059,0.358012844,0.415686275,0.890196078,0.133344367,0.254031464242128,0.393814925995729,0.147889002601399,0.532793687536162,0.712847631558256,0.345313572486833,0.468497195509839,0.197547884423058,0.543072503662458,0.706157624894418,0.286349149306749,0.37581819355575,0.226410801836285,0.529730568111346,0.710752315342292,0.331013879952201,0.290357569629562,0.185763397371082,0.138284768820664,0.0545803842264914,gray29,dimgray,gray19,gray53,gray71
schHopeElem1000,/Users/leannahouse/Documents/research/imageomics/quest/andromeda2023/satalittleImages/cleanImages/schHopeElem1000.png,Hopewell Elemenary,1000ft,school,40.38491,-74.75798,40.38963,-74.768464,40.380318,-74.747441,0,0.184313725,0.345098039,0.351300866,0.521568627,0.941176471,0.198504412,0,0.270588235,0.443137255,0.407415957,0.556862745,0.941176471,0.185839504,0.003921569,0.192156863,0.290196078,0.318773337,0.435294118,0.917647059,0.162294995,0.505432760453583,0.344259187689435,0.19842742510195,0.0669210003644534,0.638749166193133,0.544364313873157,0.443095175039293,0.289919166004929,0.0968027728576127,0.637007070316089,0.421130323992046,0.28813815604318,0.202046925359065,0.112871212549194,0.58564886872197,0.2343744829488,0.225809357477709,0.21952753010387,0.162707969482489,0.157580659987131,lemonchiffon4,darkolivegreen,gray23,gray9,gray62
schHopeHS_TimberMS1000,/Users/leannahouse/Documents/research/imageomics/quest/andromeda2023/satalittleImages/cleanImages/schHopeHS_TimberMS1000.png,Hopewell Central HS + Timberlane MS,1000ft,school,40.328281,-74.804559,40.333104,-74.815095,40.323715,-74.793998,0,0.17254902,0.329411765,0.329622532,0.470588235,0.909803922,0.183228567,0,0.262745098,0.396078431,0.373497939,0.470588235,0.905882353,0.15019976,0.015686275,0.184313725,0.278431373,0.302464976,0.380392157,0.91372549,0.150453112,0.391987934256355,0.211728348655639,0.0850945873047157,0.535997187263373,0.710822036324398,0.427459820586684,0.302166950176584,0.153558452677099,0.518748904853648,0.704790216481856,0.317159142909485,0.21112386728762,0.133267260410632,0.475518502866736,0.696042053184926,0.321318135858075,0.254609798694733,0.189638753561908,0.188851916536446,0.0455813953488372,gray38,gray24,gray12,antiquewhite4,gray70
schTollGram1000,/Users/leannahouse/Documents/research/imageomics/quest/andromeda2023/satalittleImages/cleanImages/schTollGram1000.png,Toll Gate Grammer,1000ft,school,40.321026,-74.78868,40.325808,-74.799129,40.316351,-74.778149,0,0.137254902,0.231372549,0.271685604,0.392156863,0.909803922,0.170894891,0.007843137,0.22745098,0.325490196,0.335580325,0.447058824,0.905882353,0.145261227,0.039215686,0.176470588,0.231372549,0.271916882,0.337254902,0.901960784,0.135452515,0.192694231348672,0.354726307580741,0.0780179782502499,0.50931474110691,0.66361150975314,0.287658865633904,0.419207542760309,0.15083189808768,0.505467783151469,0.660969871570451,0.209754005100437,0.306672207376218,0.140099293646102,0.458761948359137,0.651676835379119,0.332694181450501,0.249565217391304,0.231754756871036,0.145520728008089,0.0404651162790698,gray23,gray36,gray12,antiquewhite4,gray66
